author,category,datePublished,description,images,numberOfPages,price,sub_category,title
Vũ Đình Hòe,Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Vũ Đình Hòe 
                                                                                                                                            Vũ Đình Hòe
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Luật gia Vũ Đình Hòe là người còn lại của nhóm khởi xướng Tờ Thanh Nghị, gồm Vũ Văn Hiến, Phan Anh, Vũ Đình Hòe, Lê Huy Văn, Huỳnh Thúc Tấn. Ông là chủ nhiệm của tờ Thanh Nghị từ số đầu đến số cuối. Luật gia Vũ Đình Hòe là nhà hoạt động xã hội, nhà trí thức lớn có uy tín, được chính quyền cách mạng giao cho nhiều trọng trách và là một chứng nhân có trách nhiệm đáng tin cậy về một thời kỳ đầy vinh quang và bão táp trong lịch sử nước nhà. Cuốn hồi ký này của ông có giá trị phong phú về nhiều mặt: lịch sử, văn hóa, xã hội... Nội dung hồi ký gồm 3 phần: 1. Báo Thanh Nghị và Nhóm Thanh Nghị. 2.Tiền Thanh nghị 3. Pháp quyền nhân nghĩa Hồ Chí Minh",full/fe75ff3c5d1455cd92cfa9c78aee802880fda436.jpg,1172.0,165.000,Danh nhân,Hồi ký Vũ Đình Hòe
Nguyễn Trọng Xuyên,Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Nguyễn Trọng Xuyên 
                                                                                                                                            Nguyễn Trọng Xuyên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Đồng chí Nguyễn Trọng Xuyên xuất thân từ một gia đình nông dân nghèo khổ, mồ côi cha từ thuở nhỏ. Trước cảnh khó khăn cùng quẫn của gia đình, năm mười ba tuổi, đồng chí đã tự mình bươn chải để kiếm sống. Trên bước đường mầy mò, chập chững, đồng chí đã may mắn tìm thấy ánh sáng của cách mạng. Từ đó đồng chícoi cách mạng là lẽ sống duy nhất của mình...Trong cuộc đời binh nghiệp liên tục chiến đấu không mệt mỏi ở chiến trường địch hậu ác liệt, từ một chiến sĩ, qua kháng chiến chống thực dân Pháp, đồng chí đã là cán bộ cấp trung đoàn, rồi Tư lệnh Quân khu trong kháng chiến chống Mỹ, đến thời kỳ hòa bình xây dựng và bảo vệ Tổ quốc, đồng chí đã qua Tư lệnh Quân khu rồi Thứ trưởng thường trực của Bộ Quốc phòng, Ủy viên Ban chấp hành Trung ương Đảng Cộng sản Việt Nam...Cuốn hồi ký này của đồng chí gồm 5 chương:Chương 1: Tuổi thơ ra đi tìm lẽ sống và đến với cách mạngChương 2: Đi vào cuộc kháng chiến chống thực dân PhápChương 3: Những ngày ở miền BắcChương 4: Trở lại chiến trường tham gia chống Mỹ, cứu nước bằng đường Trường SơnChương 5: Hành trình từ cực Nam Trung Bộ đến đồng bằng Bắc Bộ.Cuốn hồi ký này do Vũ Hải Đăng thể hiện, xin trân trọng giới thiệu cùng bạn đọc.",full/bf790f88fa0fbc2a4e8ad300ca32b0472022974d.jpg,440.0,44.000,Danh nhân,Thượng Tướng Nguyễn Trọng Xuyên Nhớ Về Chiến Trường Khu 6
Nguyễn Huy Thắng,Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Nguyễn Huy Thắng 
                                                                                                                                            Nguyễn Huy Thắng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Cuốn sách này gồm những nội dung chính sau:Nhật kýBốn năm sauThư từ, bài, ảnh, bút tíchĐọc Nhật ký rồi đọc Bốn năm sau, chúng ta càng thấy tấm lòng chân thành của tác giả khi đi vào thực tế đời sống cũng như trên trang viết. Ông trân trọng từng kết quả lao động dù nhỏ của các chiến sĩ cũng sâu sắc như lòng cảm thông với những khó khăn, thắc mắc của họ. Ông tin tưởng vào tương lai tươi sáng của thành phố Điện Biên nay mai cũng dứt khoát như khi nhìn thẳng vào thực trạng ngổn ngang, hỗn độn của mảnh đất chiến trường xưa. Có thể viễn cảnh của thành phố Điện Biên trong Nhật ký cũng như trong tiểu thuyết Bốn năm sau đã không nghiệm đúng với thực tế như ta đã thấy... Nhưng, như Nguyễn Huy Tưởng đã từng viết ở đâu đó, cuộc sống cứ đi và bao giờ cũng thắng, giờ đây, không phải là Bốn năm sau mà phải sau gần nữ a thế kỷ, thành phố Điện Biên thực sữ đã mọc lên và tiếp tục phát triển, trở thành thủ phủ xứng đáng của một tỉnh mới Điện Biên và rộng hơn, của cả một vùng Tây Bắc. Nhân dịp kỷ niệm 50 năm ngày giải phóng Điện Biên, đọc lại những trang nhật ký và tiểu thuyết của Nguyễn Huy Tưởng về vấn đề xây dựng lại Điện Biên, thiết nghĩ là một việc đầy ý nghĩa. (Trích Lời giới thiệu)Xin giới thiệu bạn tìm đọc.",full/5eec0767b2a20f676816d052defe8d35a48a6e9a.jpg,443.0,58.000,Danh nhân,Nguyễn Huy Tưởng & những trang viết về Điện Biên Phủ
Hoàng Vǎn Thái,Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Hoàng Vǎn Thái 
                                                                                                                                            Hoàng Vǎn Thái
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Với cương vị là Tổng tham mưu trưởng Quân đội nhân dân Việt Nam, Tham mưu trưởng chiến dịch Điện Biên Phủ, đồng chí Hoàng Văn Thái đã cùng Bộ Tổng tham mưu nghiên cứu quán triệt chủ trương tác chiến trong chiến lược Đông Xuân 1953-1954 của Bộ Chính trị.Đồng chí đã trực tiếp chỉ đạo tác chiến theo kế hoạch và góp phần cùng toàn quân, toàn dân làm nên chiến thắng lịch sử bằng tài thao lược quân sự và lòng yêu nước nồng nàn.Những ấn phẩm của Đại tướng đã mang đến cho độc giả trong và ngoài nước những hiểu biết đầy đủ, phong phú về cuộc kháng chiến chống thực dân Pháp và can thiệp Mỹ- đỉnh cao là chiến dịch Điện Biên Phủ của nhân dân Việt Nam và những bài học kinh nghiệm về nghệ thuật quân sự của chiến tranh nhân dân toàn dân, toàn diện dưới sự lãnh đạo trực tiếp của Đảng và Bác Hồ.Cuốn sách gồm 2 phần:Phần thứ nhất là tập hợp một số công trình nghiên cứu và bài viết của Đại tướng Hoàng Văn Thái về chiến lược Đông Xuân1953-1954 và chiến dịch Điện Biên PhủPhần thứ hai là những trang hồi ức của Đại tướng về chiến dịch Điện Biên Phủ.",full/a5e8fa6b82b4a1ee9311725b79884eab9f9725be.jpg,354.0,54.000,Danh nhân,Đại tướng Hoàng Văn Thái với chiến dịch Điện Biên Phủ
Hồi ký của Lê Mạnh Thái,Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Hồi ký của Lê Mạnh Thái 
                                                                                                                                            Hồi ký của Lê Mạnh Thái
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Trong chiến dịch Điện Biên Phủ, Lê Mạnh Thái trưở thành sĩ quan chuyên trách hỏi cung tù binh, hàng binh thuộc Cục Quân báo, Bộ Tổng tham mưu Quân đội Nhân dân Việt Nam.
Lê Mạnh Thái đã ghi lại các sự kiện ngày ấy trong cuốn hồi ký của anh mang tên  Hỏi chuyện tướng Đờ Cát do NXB Thanh Niên ấn hành nǎm 2000, nay tái bản lại dưới cái tên mới  Điện Biên Phủ - Một góc nhìn với sự chỉnh lý và bổ sung một số tư liệu mới bổ ích và lý thú.",full/a09583c7612c0a3b0e6d6bec129b41c237abb952.jpg,203.0,21.500,Danh nhân,Điện Biên Phủ - Một góc nhìn
Marc Bertin,Sách Phát Triển Bản Thân,01/03/2004,"Thông tin tác giả    Marc Bertin 
                                                                                                                                            Marc Bertin
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Packet sur Diên Biên Phu - La vie quotidienne dun pilote de transport (Máy bay Packet trên vùng trời Điện Biên Phủ - Cuộc sống hàng ngày của một phi công lái máy bay vận tải) là tên cuốn hồi ký của đại tá không quân Pháp Marc Bertin, được xuất bản năm 1991.
Trong chiến dịch Điện Biên Phủ, Marc Bertin là trung úy phi công, lái máy bay vận tải hạng nặng C119 do Mỹ chế tạo, làm nhiệm vụ thả dù và chở hàng tiếp tế cho quân đội viễn chinh Pháp đóng tại thung lũng lòng chảo Điện Biên Phủ, từ ngày 20 tháng 11 năm 1953 là khi Pháp bắt đầu nhảy dù chiếm đóng cánh đồng Mường Thanh cho tới ngày 7 tháng 5 năm 1954 khi quân Pháp ở đây hoàn toàn thất bại.
Sau khi nghỉ hưu, Marc Bertin đã dành thời gian hồi tưởng lại những kỷ niệm cũ trên chiến trường Việt Nam và viết cuốn sách nhằm tưởng nhớ tới 15.148 chiến binh Pháp đã chiến đấu trong hỏa ngục Điện Biên Phủ, tưởng nhớ tới đại tá không quân Soulat, đội trưởng đội máy bay C119, tưởng nhớ tới các nhân viên phi hành đã tận tụy hỗ trợ cho các hoạt động, đồng thời còn để tặng cho người vợ là nguồn an ủi, động viên và tặng các con để chúng thêm hiểu biết.
Trong lời đề tựa, đại tướng không quân Pháp Francois Maurin, Chủ tịch Hội cựu chiến binh không quân vận tải pháp nhận xét đây là một cuốn sách được viết bằng ngồi bút giản dị và khách quan của một nhân chứng lịch sử. Truyện kể của ông là một trong những dẫn chứng về sự tham gia của không quân ở Điện Biên Phủ, cho tới nay vẫn hiếm được công bố.
Do đầu đề cuốn sách quá dài, bản dịch tiếng Việt thu gọn lại trong tên sách: Máy bay Mỹ trên vùng trời Điện Biên Phủ.
Xin trân trọng giới thiệu cuốn sách cùng bạn đọc.",full/dd69946f560c2bf17d51c4b6544d740b93003958.jpg,207.0,24.000,Danh nhân,Máy bay Mỹ trên bầu trời Điện Biên Phủ
Phạm Viên Phương,Sách Phát Triển Bản Thân,01/07/2003,"Thông tin tác giả    Phạm Viên Phương      Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Tôi viết cuốn sách này cho một thế hệ trẻ của Singapore, những người thấy sự ổn định, phát triển và thịnh vượng như là chuyện đương nhiên. Tôi muốn họ hiểu ra chuyện một quốc gia nhỏ bé chỉ có 640 dặm vuông và không có tài nguyên thiên nhiên đã phải khó khăn thế nào để tồn tại giữa những quốc gia mới độc lập và rộng lớn hơn cùng theo đuổi những chính sách bảo vệ lợi ích của nước mình...Đây không phải một cuốn sách dạy bạn tự làm cái gì đó, cho dù là xây dựng một nền kinh tế, một quân đội hay một quốc gia. Nó là bản tường trình về những vấn đề mà các đồng sự và tôi đã đối mặt, và chúng tôi đã khởi sự giải quyết chúng như thế nào...",full/b591a7846e0d9f9bcc8e8f4d37f6759cb1f076c0.jpg,935.0,90.000,Danh nhân,Hồi Ký Lý Quang Diệu
GS.TS. Dương Thiệu Tống,Sách Phát Triển Bản Thân,01/11/2003,"Thông tin tác giả    GS.TS. Dương Thiệu Tống 
                                                                                                                                            GS.TS. Dương Thiệu Tống
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						... Cái thuở ban đầu làm trò được Thanh Tịnh diễn tả cực kỳ hay trong truyện ngắn Tôi Đi Học. Cái thuở ban đầu làm thầy được GS-TS. Dương Thiệu Tống kể rất sâu sắc trong hồi ký Thuở Ban Đầu. Tác giả không có dụng ý làm văn chương , nhưng những dòng chân thật, chi tiết sống động, đúng với tâm lý của thầy, của trò đã làm rung động bap trái tim bạn đọc...",full/8e3291746404ab1f03db444b9a4fb95436f226f4.jpg,322.0,42.000,Danh nhân,Thuở Ban Đầu - Hồi Ký Sư Phạm
Lê Kimv,Sách Phát Triển Bản Thân,01/03/2003,"Thông tin tác giả    Nôrôđôm Xihanúc 
                                                                                                                                            Nôrôđôm Xihanúc
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Quốc vương Campuchia Nôrôđôm Xihanúc là một người rất yêu văn học nghệ thuật, ông đã viết sáu cuốn sách có tính chất hồi ký kể lại nhiều thăng trầm trong cuộc đời hoạt động gắn bó với lịch sử Vương quốc Campuchia. Đặc biệt, hai cuốn CIA chống Campuchia và Người tù của Khơme đỏ thuật lại những biến cố to lớn xảy ra trên đất Campuchia từ 1970 đến 1979, mở đầu bằng cuộc đảo chính do Cục Tình báo trung ương Mỹ chủ mưu và kết thúc bằng sự sụp đổ của Khơme Đỏ. Tất cả những cuốn sách nói trên đều viết bằng tiếng Pháp. Cuốn CIA chống Campuchia khi dịch sang tiếng Anh đã chuyển đầu đề thành Cuộc chiến tranh của tôi với CIA (My war with the CIA).Do những hồi ký này đều cùng bắt nguồn từ một dòng lịch sử nhưng lại xuất bản theo từng thời điểm khác nhau nên có nhiều đoạn trùng lặp. Vì vậy, Nhà xuất bản và người dịch xin phép được lược bỏ một số đoạn giống nhau và sắp xếp lại trình tự một số chương để bạn đọc dễ theo dõi. Đầu đề chung của sách này dịch sang tiếng Việt mang tên Từ Cuộc Chiến Chống CIA Đến Người Tù Của Khơme Đỏ. Bạn đọc sẽ tìm thấy ở đây những tư liệu lịch sử quý giá, không chỉ tố cáo những tội ác của CIA và Khơme Đỏ mà còn ghi nhận những quan hệ tốt đẹp giữa Campuchia với Trung Quốc và Việt Nam mà Xamđec Nôrôđôm Xihanúc, với tư cách là một nhân chứng, đã thể hiện bằng những hồi tưởng chân thành, xúc động.",full/5a2b02c2866019e36b417930d1ed91636eb1acfe.jpg,312.0,30.000,Danh nhân,Từ Cuộc Chiến Chống C.I.A Đến Người Tù Của Khơme Đỏ
Đại Tướng Nguyễn Quyết,Sách Phát Triển Bản Thân,01/03/2004,"Thông tin tác giả    Đại Tướng Nguyễn Quyết 
                                                                                                                                            Đại Tướng Nguyễn Quyết
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						... Trong gần trọn cuộc đời hoạt động cách mạng trải qua nhiều cương vị, nhiều nhiệm vụ, nhiều địa phương, có biết bao điều lắng đọng trong tôi rất muốn được ghi lại, nhất là những giai đoạn đất nước ta trải qua thử thách sóng gió lịch sử đầy cam go, biến động, khó khăn chồng chất tưởng không thể vượt qua, song dưới sự lãnh đạo của Đảng, nhân dân ta đã vượt lên tất cả để giành thắng lợi huy hoàng. Trong cuốn hồi ký nhỏ này, để làm được điều ấy đối với tôi là không thể. Qua cuốn sách này, tôi chỉ muốn ghi lại những sự kiện đáng nhớ nhất trong cuộc đời hoạt động cách mạng của mình, những sự kiện mà bản thân được tham gia, là nhân chứng, nó như những chấm son đỏ trong đời tôi và nó cũng là những sự kiện quan trọng của công cuộc cách mạng đã qua của dân tộc mà tôi được tham dự...Trích trong Đôi Lời Cùng Bạn Đọc của Đại Tướng Nguyễn Quyết.",full/008c444694987e5b9e58ae2610d047bbbbff1bd7.jpg,564.0,70.000,Danh nhân,Con Đường Đã Chọn (Hồi Ức)
Trần Văn Khê,Sách Phát Triển Bản Thân,01/04/2001,"Thông tin tác giả    Trần Văn Khê 
                                                                                                                                            Trần Văn Khê
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Giáo sư Trần Văn Khê- một nhàtruyền đạo nhạc, một bậc thầy về âm nhạc dân tộc của Việt Nam, người đã gieo chất men âm nhạc truyền thống vào lòng người nghe khắp năm châu bốn biển. Ông là người có đầy đu khả năng làm cho bạn say mê lắng nghe và khám phá sự kì diệu trong từng tiếng tịch tang, bổng trầm của những nhạc cụ rất đơn sơ nhưng thần thánh trong âm giai, âm điệu. Âm nhạc dân tộc trác tuyệt đã mang lại cho chúng ta một vị giáo sư không những có một nền kiến thức văn hóa bao la, sâu rộng , mà còn khiến chúng ta mang một niềm yêu kính đối với ông - một con người Việt Nam có tâm hồn và tính cách cũng rất Việt Nam, mà lòng tự hào dân tộc đã thắp sáng trong ông tài năng và đức độ hiếm có. Vì thế mà bộ sách hồi ký của chính ông Hồi Ký Trần Văn Khê - T. 2 không những đáng quý về tư liệu cá nhân về một con người đáng kính. Đó còn là câu trả lời vì sao âm nhạc dân tộc đã trở thành niềm đam mê và là tình yêu trong ông trong suốt những năm tháng qua.",full/41bc69f53075396129554a368b9a263cac10ee83.jpg,287.0,36.000,Danh nhân,"Hồi Ký Trần Văn Khê - T.2 (Đất Khách Quê Người ),Bìa mềm"
Đại Tướng Chu Huy Mân - Đại Tá Lê Hải Triều (Thể hiện),Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Đại Tướng Chu Huy Mân - Đại Tá Lê Hải Triều (Thể hiện) 
                                                                                                                                            Đại Tướng Chu Huy Mân - Đại Tá Lê Hải Triều (Thể hiện)
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Cuốn Thời Sôi Động của Đại tướng Chu Huy Mân do Đại tá Lê Hải Triều thể hiện sẽ cho người đọc thấy được một phần cuộc đời cách mạng với những sự kiện sôi động, oanh liệt của đồng chí Chu Huy Mân, vị Đại tướng của quân đội, với cái tên Hai Mạnh (mạnh về quân sự, mạnh về chính trị). Cuốn sách chia làm sáu giai đoạn (từ năm 1929 đến năm 1975) và tuân theo trình tự thời gian các sự kiện xảy ra với phương pháp thể hiện là hồi ức xen lẫn với những tổng kết đánh giá của chính người trong cuộc.",full/dc7b6e45f97ef1cddf83260aaab569b1f19a6f9c.jpg,590.0,72.000,Danh nhân,Thời Sôi Động (Hồi Ức của Đại Tướng Chu Huy Mân)
Đại Tướng Văn Tiến Dũng,Sách Phát Triển Bản Thân,01/01/2004,"Thông tin tác giả    Đại Tướng Văn Tiến Dũng 
                                                                                                                                            Đại Tướng Văn Tiến Dũng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Thể theo nguyện vọng của cố Đại tướng Văn Tiến Dũng trước khi đi xa và nguyện vọng của gia đình, người thân của ông, Nhà xuất bản Quân đội nhân dân cho biên tập cuốn hồi ký Từ trong bão táp, do Thiếu tướng nhà văn Hồ Phương thể hiện và cuốn Đi theo con đường của Bác do đồng chí Đại tá, nhà báo Hàn Thụy Vũ thể hiện, thành tập hồi ký Đi Theo Con Đường Của Bác.Cuốn sách hệ thống hóa lại quá trình hoạt động của cố Đại tướng Văn Tiến Dũng từ những ngày đầu đi làm cách mạng - theo con đường của Bác Hồ, trong suốt kháng chiến chống thực dân Pháp xâm lược (1945 - 1954) và những năm tháng đầu tiên xây dựng quân đội tiến lên chính quy, hiện đại trên miền Bắc.",full/d6a04534b387283a3baadb7387d1cc6e543af884.jpg,396.0,54.000,Danh nhân,Đi Theo Con Đường Của Bác (Hồi Ức Của Đại Tướng Văn Tiến Dũng)
Vũ Kỳ,Sách Phát Triển Bản Thân,01/04/2005,"Thông tin tác giả    Vũ Kỳ 
                                                                                                                                            Vũ Kỳ
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Di chúc của Chủ tịch Hồ Chí Minh đã trở thành di sản tinh thần vô giá để lại cho muôn đời con cháu mai sau. Để tiếp tục thực hiện Di chúc thiêng liêng của Người, toàn Đảng và toàn dân ta căn cứ vào Di chúc của Người và lời thề thiêng liêng trong Điếu văn của Ban Chấp hành Trung ương Đảng trước anh linh của Người, nguyện làm theo lời dạy của Người về xây dựng, chỉnh đốn Đảng, làm cho Đảng ta ngày càng trong sạch vững mạnh, lãnh đạo nhân dân ta vượt qua mọi thử thách, khó khăn vững bước tiến lên trong sự nghiệp công nghiệp hóa, hiện đại hóa đất nước, vì mục tiêu dân giàu, nước mạnh, xã hội công bằng, dân chủ, văn minh.Nhân dịp kỷ niệm 115 năm ngày sinh Chủ tịch Hồ Chí Minh và 36 năm thực hiện Di chúc của Người, Nhà xuất bản Trẻ phối hợp với Nhà xuất bản Chính trị quốc gia tái bản cuốn sách Bác Hồ Viết Di Chúc trên cơ sở cuốn sách đã được Nhà xuất bản Chính trị quốc gia xuất bản năm 1999.
                                                                                                     
                                                                   Báo chí giới thiệu
                                                                   Bác Hồ viết di chúc 
                                                                                 Hồi ký được mở đầu với  một buổi sáng trong xanh dịu mát của tháng 5-1965. Bác Hồ vừa tròn 75 tuổi. “Chọn đúng vào một ngày tháng năm, nhân dịp sinh nhật của mình, chọn đúng vào lúc 9g, giờ đẹp nhất của một ngày, chọn đúng vào lúc sức khỏe tốt nhất trong những năm gần đây... để viết về ngày ra đi của mình, sao mà thanh thản ung dung đến thế!”.
Ông Vũ Kỳ viết vậy về thời điểm Chủ tịch Hồ Chí Minh đặt bút viết những dòng đầu tiên vào tài liệu Tuyệt đối bí mật.  
 Câu chuyện Bác Hồ viết di chúc và cuộc sống thường nhật của Bác được người thư ký riêng kể lại chi tiết và cảm động. Chỉ là những  chuyện nhỏ thôi; như chuyện Bác Hồ “bí mật” rời Phủ Chủ tịch lên Hồ Tây để tránh liên hoan chúc thọ; chuyện Bác dặn dò người phục vụ nấu ăn theo kiểu Nam bộ để chị Phan Thị Quyên và Nguyễn Thị Châu ở miền Nam ra ăn cho ngon miệng; hay chuyện ông bà Trịnh Đình Thảo và đoàn cán bộ Mặt trận Dân tộc giải phóng muốn đến chào Bác nhưng “Bác nói là để Bác đến thăm, người vừa đi đường xa đến, chắc là mệt, mình đến thăm là phải lẽ”... 
 Chuyện nhỏ thôi, nhưng người đọc lại nhận ra qua những gì tưởng như là nhỏ nhặt ấy một điều vừa lớn lao vừa giản dị nơi một con người - Tầm vóc Hồ Chí Minh.
130 trang sách rất ngắn. Nhưng hồi ức của một người đã có gần  một phần tư thế kỷ làm thư ký riêng cho Chủ tịch Hồ Chí Minh đã kết tinh được trong đó một tình yêu thương lớn của Bác Hồ dành cho mọi người và của mọi người dành cho Bác.
                                                                               
                                                                                Hồi ký được mở đầu với  một buổi sáng trong xanh dịu mát của tháng 5-1965. Bác Hồ vừa tròn 75 tuổi. “Chọn đúng vào một ngày tháng năm, nhân dịp sinh nhật của mình, chọn đúng vào lúc 9g, giờ đẹp nhất của một ngày, chọn đúng vào lúc sức khỏe tốt nhất trong những năm gần đây... để viết về ngày ra đi của mình, sao mà thanh thản ung dung đến thế!”. Ông Vũ Kỳ viết vậy về thời điểm Chủ tịch Hồ Chí Minh đặt bút viết những dòng đầu tiên vào tài liệu Tuyệt đối bí mật.    Câu chuyện Bác Hồ viết di chúc và cuộc sống thường nhật của Bác được người thư ký riêng kể lại chi tiết và cảm động. Chỉ là những  chuyện nhỏ thôi; như chuyện Bác Hồ “bí mật” rời Phủ Chủ tịch lên Hồ Tây để tránh liên hoan chúc thọ; chuyện Bác dặn dò người phục vụ nấu ăn theo kiểu Nam bộ để chị Phan Thị Quyên và Nguyễn Thị Châu ở miền Nam ra ăn cho ngon miệng; hay chuyện ông bà Trịnh Đình Thảo và đoàn cán bộ Mặt trận Dân tộc giải phóng muốn đến chào Bác nhưng “Bác nói là để Bác đến thăm, người vừa đi đường xa đến, chắc là mệt, mình đến thăm là phải lẽ”...   Chuyện nhỏ thôi, nhưng người đọc lại nhận ra qua những gì tưởng như là nhỏ nhặt ấy một điều vừa lớn lao vừa giản dị nơi một con người - Tầm vóc Hồ Chí Minh. 130 trang sách rất ngắn. Nhưng hồi ức của một người đã có gần  một phần tư thế kỷ làm thư ký riêng cho Chủ tịch Hồ Chí Minh đã kết tinh được trong đó một tình yêu thương lớn của Bác Hồ dành cho mọi người và của mọi người dành cho Bác.

                                                                             Xem thêm Thu gọn       Kitchen 
                                                                                 (VTV1 Ngày 31/01/2007)
                                                                               
                                                                                (VTV1 Ngày 31/01/2007)

                                                                             Xem thêm Thu gọn",full/f52cb49ae13c9f0877418dde76b6860629971304.jpg,136.0,32.000,Danh nhân,Bác Hồ Viết Di Chúc - Tái bản 04/05/2005
Thượng Tướng-GS. Hoàng Minh Thảo,Sách Phát Triển Bản Thân,01/12/2004,"Thông tin tác giả    Thượng Tướng-GS. Hoàng Minh Thảo 
                                                                                                                                            Thượng Tướng-GS. Hoàng Minh Thảo
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Cuốn sách Chiến Đấu Ở Tây Nguyên là tập hồi ký của Thượng tướng, Giáo sư Hoàng Minh Thảo, giới thiệu khái lược cuộc đời từ khi tham gia cách mạng đến mùa Xuân 1975 của ông, chủ yếu ở chiến trường Tây Nguyên. Bằng lối viết giản dị, dễ hiểu, cuốn sách cho người đọc thấy được trong cuộc kháng chiến chống Mỹ, cứu nước ở chiến trường Tây Nguyên, ta đã thắng địch bằng mưu, bằng kế, như thế nào. Thắng địch bằng mưu bằng kế cho đến nay luận điểm này vẫn giữ nguyên giá trị.",full/9fdc66c0024cc47b2fb512def4f0c08da30fc5b6.jpg,368.0,41.000,Danh nhân,Chiến Đấu Ở Tây Nguyên (Hồi Ký)
Thiếu Tướng Trần Kinh Chi,Sách Phát Triển Bản Thân,01/02/2005,"Thông tin tác giả    Thiếu Tướng Trần Kinh Chi 
                                                                                                                                            Thiếu Tướng Trần Kinh Chi
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Công tác giữ gìn lâu dài và bảo vệ thi hài Chủ tịch Hồ Chí Minh; xây dựng Lăng của Người là một nhiệm vụ trọng đại, có ý nghĩa lịch sử chính trị to lớn đối với sự nghiệp cách mạng của toàn Đảng, toàn dân, toàn quân ta...Nhân dịp kỷ niệm lần thứ 50, ngày thành lập Cục Bảo vệ - an ninh quân đội (20-7-1950 - 20-7-2000), tác giả Trần Kinh Chi sẽ kể lại những công việc mà cán bộ, chiến sĩ Bảo vệ - an ninh quân đội đã tiến hành, trong những năm tháng đầu tiên với những khó khăn gian khổ, nhưng đã vượt qua, để góp phần hoàn thành xuất sắc nhiệm vụ bảo vệ, giữ gìn lâu dài thi hài Bác Hồ và xây dựng Lăng của Người; góp phần minh họa, làm phong phú lịch sử truyền thống của ngành Bảo vệ - an ninh quân đội trong 50 năm xây dựng và trưởng thành.Mời bạn đón đọc.",full/890e4ae4ac1f2159a82be55bbd5e61022761bc95.jpg,180.0,36.000,Danh nhân,Những Tháng Năm Tham Gia Giữ Gìn Lâu Dài Và Bảo Vệ Thi Hài Chủ Tịch Hồ Chí Minh (Hồi Ký)
